Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Industries and Commerce Department||DNP Limited,DNPL/PC/2025/CRS/ACTV/74/18,2025_ICD_47900_1,Yes,Open Tender,Supply,Goods,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Commercial Volume I of II,08-Oct-2025 04:15 PM,28-Nov-2025 11:00 AM,08-Oct-2025 04:30 PM,27-Nov-2025 02:00 PM,08-Oct-2025 05:00 PM ,17-Oct-2025 04:00 PM ,22-Oct-2025 09:00 AM,27-Nov-2025 02:00 PM,12-Feb-2026 02:45 PM,0.0,No,fixed,,Nil,Nil,1.0,Corrigendum6,Date,,1.0,SBI Bank,"6,000",Nil,Nil,Yes,Director and CEO,1 No Borpather Madhuban Duliajan-786602,PROCUREMENT OF ACTUATED AND ASSORTED VALVES,PROCUREMENT OF ACTUATED AND ASSORTED VALVES,Please refer Tender documents. ,NA ,,Mechanical Engg Items,NA ,Tender,180.0,150.0,Duliajan,786602.0,Online/Duliajan ,1 No Borpather Madhuban Duliajan-786602 ,16-Oct-2025 02:00 PM ,Duliajan,No ,No,AOC,25-May-2026,"INR 21,583,908",150.0,Deepjyoti Sarma,25-May-2026 03:23 PM,AOC.pdf (4193.00 KB),Award of Contract,1.0,285405.0,ZED VALVES CO. PVT. LTD.,INR,"1,398,825",1,285332,Aegis Valves Industries Pvt. Ltd.,01-Nov-2025 06:06 PM,Rejected-Finance,Disqualified bidder for Group B (Part-II),25-May-2026 03:08 PM,Finance,financial summary,Deepjyoti Sarma,25-May-2026 12:15 PM,finance_76317.pdf,BOQ Comparative Chart,Kalpajit Das,Internal,"K.Das, BD Borpatragohai, M.Alam, R.Rajkonwar, D.Sarma, PP Bhattacharyya, U.Kashyap",Deepjyoti Sarma,25-May-2026 03:08 PM,finsummary_76317.pdf (898.20 KB),Industries and Commerce Department||DNP Limited,2025_ICD_47900_1,DNPL/PC/2025/CRS/ACTV/74/18,PROCUREMENT OF ACTUATED AND ASSORTED VALVES,Technical,Technical summary,Deepjyoti Sarma,12-Feb-2026 02:22 PM,technical_76317.pdf,Kalpajit Das,Internal,"K.Das, BD Borpatragohain, R.Rajkonwar, M.Alam, D.Sarma, PP Bhattacharyya, U.Kashyap",Deepjyoti Sarma,12-Feb-2026 02:29 PM,12-Feb-2026 02:45 PM,techsummary_76317.pdf (931.24 KB),AOC
,,,,,,,,,,,,,,,,.pdf,Technical Volume II of II,,,,,,,,,,,,,,,,2.0,Corrigendum5,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2.0,285371.0,Delval Flow Controls Pvt. Ltd.,INR,"2,928,008",2,285371,Delval Flow Controls Pvt. Ltd.,21-Nov-2025 01:58 PM,Accepted-AOC,Qualified for Group A,25-May-2026 03:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,Price Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3.0,285307.0,SHIVSHAKTI ENGINEERING WORKS,INR,"17,257,075",3,285404,HAWA ENGINEERS LTD,03-Nov-2025 01:40 PM,Rejected-Technical,Not Qualified for PBO,12-Feb-2026 02:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,286719,MICROFINISH VALVES PVT LTD,21-Nov-2025 01:09 PM,Rejected-Finance,Disqualified bidder for Group A and Group B (Part-I),25-May-2026 03:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,286688,NAMRUP SALES CORPORATION,21-Nov-2025 01:41 PM,Rejected-Finance,Disqualified bidder for Group B (Part-II and Part-III),25-May-2026 03:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,286658,Oswal Industries Limited,21-Nov-2025 12:11 PM,Rejected-Finance,Disqualified bidder for Group A and Group B (Part-I and Part-II),25-May-2026 03:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,287655,PHBB VALVES PRIVATE LIMITED,27-Nov-2025 01:55 PM,Rejected-Finance,Disqualified bidder for Group B (Part-I),25-May-2026 03:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,285307,SHIVSHAKTI ENGINEERING WORKS,03-Nov-2025 12:39 PM,Accepted-AOC,Qualified for Group B(Part-I),25-May-2026 03:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,287388,Tirupati Industrial Stores,26-Nov-2025 04:13 PM,Rejected-Finance,Disqualified bidder for Group A,25-May-2026 03:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,285405,ZED VALVES CO. PVT. LTD.,20-Nov-2025 07:21 PM,Accepted-AOC,Qualified for Group B (Part-II and Part-III),25-May-2026 03:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
