Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
National Health Mission||State Programme Management Unit - NHM,NHM-32049/14/2023-Cons-NHM,2024_NHM_40293_3,Yes,Open Tender,Turn-key,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,SBD,11-Nov-2024 06:30 PM,27-Nov-2024 03:30 PM,11-Nov-2024 06:30 PM,26-Nov-2024 02:00 PM,NA ,NA ,11-Nov-2024 06:30 PM,26-Nov-2024 02:00 PM,03-Feb-2025 05:35 PM,"2,00,000",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,"2,000",Nil,Nil,No,"MD, NHM, Assam","O/O MD, NHM, Assam","Construction of BPHU at Halakura BPHC and Gauripur CHC in Dhubri District under PM ABHIM for the FY 2025-26 under NHM, Assam on Turnkey Basis Group no-3 (2 nos. of Scheme in Dhubri District)","Construction of BPHU at Halakura BPHC and Gauripur CHC in Dhubri District under PM ABHIM for the FY 2025-26 under NHM, Assam on Turnkey Basis Group no-3 (2 nos. of Scheme in Dhubri District)",Please refer Tender documents. ,NA ,"1,00,00,000",Civil Works - Building,NA ,Tender,180.0,270.0,Dhubri,783301.0,NA ,NA ,NA ,"O/O MD, NHM, Assam",No ,No,AOC,12-May-2026,"INR 8,997,000",365.0,Manas Pratim Mahanta,12-May-2026 12:17 PM,hala.pdf (213.00 KB),Awarded,1.0,249245.0,ANOWER HUSSAIN,INR,"8,997,000",1,249243,ABDUL MALEK UDDIN,26-Nov-2024 01:20 PM,Rejected-Technical,Not Admitted,03-Feb-2025 05:34 PM,Finance,financial bid open,Manas Pratim Mahanta,11-May-2026 01:37 PM,,BOQ Comparative Chart,OSD,Internal,,Manas Pratim Mahanta,12-May-2026 12:14 PM,finsummary_65390.pdf (212.60 KB),National Health Mission||State Programme Management Unit - NHM,2024_NHM_40293_3,NHM-32049/14/2023-Cons-NHM,"Construction of BPHU at Halakura BPHC and Gauripur CHC in Dhubri District under PM ABHIM for the FY 2025-26 under NHM, Assam on Turnkey Basis Group no-3 (2 nos. of Scheme in Dhubri District)",Technical,technical bid open,Manas Pratim Mahanta,03-Feb-2025 05:29 PM,,OSD,Internal,,Manas Pratim Mahanta,03-Feb-2025 05:34 PM,03-Feb-2025 05:35 PM,techsummary_65390.pdf (3270.89 KB),AOC
,,,,,,,,,,,,,,,,.pdf,Technical qualification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,249274,ABDUL MONNAF MONDAL,26-Nov-2024 12:36 PM,Rejected-Technical,Not Admitted,03-Feb-2025 05:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,EMD and Tender fee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,248531,Alokesh Bhuyan,25-Nov-2024 09:30 PM,Rejected-Technical,Not Admitted,03-Feb-2025 05:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,249245,ANOWER HUSSAIN,25-Nov-2024 11:39 PM,Accepted-AOC,awarded,12-May-2026 12:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,FOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,249217,Jakir Hussain,26-Nov-2024 11:45 AM,Rejected-Technical,Not Admitted,03-Feb-2025 05:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,249175,M/S JUPITER ENTERPRISE,25-Nov-2024 11:53 PM,Rejected-Technical,Not Admitted,03-Feb-2025 05:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,249163,NASHER ALI KHAN,26-Nov-2024 11:22 AM,Rejected-Technical,Not Admitted,03-Feb-2025 05:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,249270,RAGHU MAHATO,26-Nov-2024 12:44 PM,Rejected-Technical,Not Admitted,03-Feb-2025 05:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,249154,Santosh Kr. Harlalka,26-Nov-2024 12:41 PM,Rejected-Finance,Not Admitted,12-May-2026 12:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,248906,SOYED LAI,26-Nov-2024 01:27 PM,Rejected-Finance,Not Admitted,12-May-2026 12:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,11,249129,Sri Uday Baishya,26-Nov-2024 10:17 AM,Rejected-Finance,Not Admitted,12-May-2026 12:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
