Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"Pr. Chief Conservator of Forest and Head of Forest Force||Chief Conservator of Forests (Upper Assam Zone)||Northern Assam Circle, Tezpur||Nagaon Division",O.O. 18 dated 12/01/2026,2026_PCCF_50225_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical Qualification Documents,13-Jan-2026 05:00 PM,29-Jan-2026 11:00 AM,13-Jan-2026 05:00 PM,28-Jan-2026 05:00 PM,NA ,NA ,13-Jan-2026 05:00 PM,28-Jan-2026 05:00 PM,11-Feb-2026 12:00 PM,"1,04,444",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,"1,000",Nil,Nil,No,"Divisional Forest Officer, Nagaon Division, Nagaon","Divisional Forest Officer, Nagaon Division, Nagaon",Construction of Chain-linked Fencing with 3 strand barbed wire to be filled on pre-cast RCC pillars,Construction of Chain-linked Fencing with 3 strand barbed wire to be filled on pre-cast RCC pillars,Please refer Standard Bidding Documents ,NA ,"52,22,184",Civil Works,NA ,Tender,180.0,90.0,Nagaon,782001.0,NA ,NA ,NA ,"Divisional Forest Office, Nagaon Division, Nagaon",No ,No,AOC,15-May-2026,"INR 4,699,965.6",90.0,Dipankar Deb,15-May-2026 06:37 PM,18_aoc.pdf (1026.00 KB),1.0,295517.0,M/S MAHAABALA CONSTRUCTION PVT. LTD.,INR,"4,699,965.6",1,294860,Abubakkar Siddique,25-Jan-2026 01:05 AM,Rejected-Technical,He has not submitted all the documents correctly as asked in SBD,10-Feb-2026 05:26 PM,Finance,Five bidders admitted in financial bid,Dipankar Deb,11-Feb-2026 01:21 PM,,BOQ Comparative Chart,Divisional Forest Officer Nagaon,Internal,,Dipankar Deb,15-May-2026 06:18 PM,finsummary_80011.pdf (730.62 KB),"Pr. Chief Conservator of Forest and Head of Forest Force||Chief Conservator of Forests (Upper Assam Zone)||Northern Assam Circle, Tezpur||Nagaon Division",2026_PCCF_50225_1,O.O. 18 dated 12/01/2026,Construction of Chain-linked Fencing with 3 strand barbed wire to be filled on pre-cast RCC pillars,Technical,There are ten nos. of bidders submitted the bids and all are admitted,Dipankar Deb,29-Jan-2026 03:48 PM,,"Divisional Forest Officer, Nagaon Division, Nagaon",Internal,,Dharmeswar Nath,10-Feb-2026 05:26 PM,11-Feb-2026 12:00 PM,techsummary_80011.pdf (1100.21 KB),AOC
,,,,,,,,,,,,,,,,.pdf,Standard Bidding Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2,295556,Airsense,28-Jan-2026 02:57 PM,Rejected-Technical,He has not submitted all the documents correctly as asked in SBD,10-Feb-2026 05:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3,294342,INTAZ ALI,28-Jan-2026 12:28 PM,Rejected-Technical,He has not submitted all the documents correctly as asked in SBD,10-Feb-2026 05:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4,294765,J D ASSOCIATES,24-Jan-2026 04:26 PM,Rejected-Finance,Not Highest value of assessed available bid capacity,15-May-2026 06:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5,294953,M/s B. B. Enterprise,28-Jan-2026 01:15 PM,Rejected-Finance,Not Highest value of assessed available bid capacity,15-May-2026 06:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6,295352,M/S BHOWMIK ENTERPRISE,27-Jan-2026 09:58 PM,Rejected-Technical,He has not submitted all the documents correctly as asked in SBD,10-Feb-2026 05:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,7,293130,M/s Laxmi Enterprise,27-Jan-2026 05:31 PM,Rejected-Finance,Not Highest value of assessed available bid capacity,15-May-2026 06:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,8,295517,M/S MAHAABALA CONSTRUCTION PVT. LTD.,28-Jan-2026 01:31 PM,Accepted-AOC,Highest value of assessed available bid capacity,15-May-2026 06:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,9,295272,Sri Krishna Barman,28-Jan-2026 12:26 PM,Rejected-Technical,He has not submitted all the documents correctly as asked in SBD,10-Feb-2026 05:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,10,295255,STANDARD CREATION,27-Jan-2026 04:31 PM,Rejected-Finance,Not Highest value of assessed available bid capacity,15-May-2026 06:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
