Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Health and Family Welfare Department||Directorate of Medical Education-HFWD||Dhubri Medical College and Hospital-HFWD,Annual Job Contract of Security Services,2025_HFWD_48633_2,Yes,Open Tender,Works,Services,2.0,No,Yes,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Tender Document,21-Jan-2026 05:00 PM,05-Feb-2026 12:00 PM,21-Jan-2026 05:00 PM,05-Feb-2026 11:00 AM,NA ,NA ,21-Jan-2026 05:00 PM,05-Feb-2026 11:00 AM,20-Feb-2026 11:00 AM,"4,00,000",Yes,fixed,,Nil,Nil,1.0,SBI Bank,"10,000",Nil,Nil,No,Principal cum Chief Superintendent,Dhubri Medical College and Hospital,Annual Job Contract of Security Services,Annual Job Contract of Security Services,Please refer Tender documents. ,NA ,"3,48,00,000",Manpower Supply,NA ,Tender,90.0,NA ,Dhubri Medical College and Hospital,783325.0,NA ,NA ,NA ,Dhubri Medical College and Hospital,No ,No,AOC,01-Mar-2026,"INR 34,800,000",365.0,Ashim Bhuyan,26-Feb-2026 12:48 PM,Agreement.pdf (3259.00 KB),AOC,1.0,296309.0,Prime_Pravi JV,INR,"34,800,000",1,294739,BOMBAY INTEGRATED SECURITY (INDIA) LIMITD,30-Jan-2026 05:31 PM,Rejected-AOC,L2 Bidder as per BOQ Summary Sheet of Assam Tender portal,26-Feb-2026 12:48 PM,Finance,Financial bid opening,Ashim Bhuyan,20-Feb-2026 12:42 PM,finance_80315.pdf,BOQ Comparative Chart,Dr Ashim Bhuyan,Internal,Dr Sabrina Yesmin Dr Abdul Hakim Dr Bikash Agarwal Ivan Baruah,Ashim Bhuyan,21-Feb-2026 03:15 PM,finsummary_80315.pdf (4710.85 KB),Health and Family Welfare Department||Directorate of Medical Education-HFWD||Dhubri Medical College and Hospital-HFWD,2025_HFWD_48633_2,Annual Job Contract of Security Services,Annual Job Contract of Security Services,Technical,Tender opening summary,Ashim Bhuyan,05-Feb-2026 01:24 PM,technical_80315.pdf,Dr Ashim Bhuyan,Internal,Dr Sabrina Yesmin Dr Abdul Hakim Dr Bikash Agarwal Ivan Boruah,Ashim Bhuyan,19-Feb-2026 06:06 PM,20-Feb-2026 11:00 AM,techsummary_80315.pdf (5252.58 KB),AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,296430,Dolphin Security and Advertising,04-Feb-2026 04:55 PM,Rejected-Finance,"Financial figures are incorrect in calculation of EPF, ESI",21-Feb-2026 03:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,296290,Goswami Security Services Pvt. Ltd.,03-Feb-2026 01:26 PM,Rejected-AOC,L2 Bidder as per BOQ Summary Sheet of Assam Tender portal,26-Feb-2026 12:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,296113,JOBEAST.IN,31-Jan-2026 06:43 PM,Rejected-Finance,"Financial figures are incorrect in calculation of EPF, ESI",21-Feb-2026 03:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,296160,Legends Security and Placement Service,31-Jan-2026 07:20 PM,Rejected-Finance,"Financial figures are incorrect in calculation of EPF, ESI, Min wages and Security Agency Charges not as per Tender",21-Feb-2026 03:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,296095,Omega Security Solutions,04-Feb-2026 03:42 PM,Rejected-Technical,Technically DisQualified,19-Feb-2026 06:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,296309,Prime_Pravi JV,03-Feb-2026 12:14 PM,Accepted-AOC,Score of Prime Pravi JV and Saraighat Security Service are same but in Prime Pravi JV has highest score with 48 marks is Technical Bid.,26-Feb-2026 12:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,296419,saraighat security and services,05-Feb-2026 03:43 AM,Rejected-AOC,Score of Prime Pravi JV and Saraighat Security Service are same but in Prime Pravi JV has highest score with 48 marks is Technical Bid.,26-Feb-2026 12:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,296079,SCREP SHOP,04-Feb-2026 10:57 PM,Rejected-Technical,Technically DisQualified,19-Feb-2026 06:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,295941,SIS LIMITED,04-Feb-2026 10:42 PM,Rejected-Finance,"Financial figures are incorrect in calculation of EPF, ESI , Min wages",21-Feb-2026 03:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
