Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Health and Family Welfare Department||Directorate of Medical Education-HFWD||FAA Medical College and Hospital-Barpeta-HFWD,SNCUPICU/2110/2026-27/1934,2025_HFWD_49412_1,Yes,Open Tender,Item Wise,Goods,2.0,No,Yes,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,NIT,18-Dec-2025 10:00 AM,08-Jan-2026 12:30 PM,18-Dec-2025 10:30 AM,07-Jan-2026 04:30 PM,NA ,NA ,26-Dec-2025 10:30 AM,07-Jan-2026 04:30 PM,13-Feb-2026 04:30 PM,"50,000",Yes,fixed,,Nil,Nil,1.0,SBI Bank,"2,500",Nil,Nil,No,"Superintendent, FAAMCH, Barpeta","Office of the Superintendent, FAAMCH, Jatigaon, Jania Road, Barpeta, Assam","SUPPLY OF DRUGS, SURGICALS and CONSUMABLES (related to SNCU and PICU)","SUPPLY OF DRUGS, SURGICALS and CONSUMABLES (related to SNCU and PICU) at FAAMCH, Barpeta",Please refer bid document ,NA ,,Miscellaneous Goods,NA ,Rate Contract,180.0,365.0,"FAAMCH, Barpeta, Assam",781301.0,"Office of the Superintendent, FAAMCH, Barpeta ","Office of the Superintendent, FAAMCH, Jatigaon, Jania Road, Barpeta, Assam ",22-Dec-2025 02:30 PM ,"Office of the Superintendent, FAAMCH, Barpeta",No ,No,AOC,01-Apr-2026,INR 0,365.0,Utpal Sharma,07-Mar-2026 01:24 PM,AOC_SNCUPICU.pdf (16080.00 KB),"Rate contract for supply of drugs, surgicals and consumables (related to SNCU and PICU) at FAAMCH, Barpeta for the financial year 2026-27",1.0,292254.0,B.R.PHARMACEUTICALS,INR,0.0,1,291962,AAROGYA PHARMACEUTICALS,07-Jan-2026 02:43 PM,Accepted-AOC,Technically and financially qualified,07-Mar-2026 01:25 PM,Finance,Financial bids have been opened. After financial evaluation the AOC is/are to be uploaded.,Utpal Sharma,13-Feb-2026 04:44 PM,,BOQ Comparative Chart,Prof and HOD of Paediatrics,Internal,"Superintendent, Associate Professor of Paediatrics, In Charge CMS and Financial Adviser",Shyamal Kumar Das,05-Mar-2026 03:22 PM,finsummary_78437.pdf (9124.28 KB),Health and Family Welfare Department||Directorate of Medical Education-HFWD||FAA Medical College and Hospital-Barpeta-HFWD,2025_HFWD_49412_1,SNCUPICU/2110/2026-27/1934,"SUPPLY OF DRUGS, SURGICALS and CONSUMABLES (related to SNCU and PICU)",Technical,"In presence of the members of tender evaluation committee, the online bids were opened and extracted for technical evaluation. Financial evaluation will be done once technical evaluation is finished, and the bidders will be selected.",Utpal Sharma,20-Jan-2026 01:32 PM,,Prof and HOD of Paediatrics,Internal,"Superintendent, Associate Professor of Paediatrics, In Charge CMS, Financial Adviser",Utpal Sharma,11-Feb-2026 05:03 PM,13-Feb-2026 04:30 PM,techsummary_78437.pdf (3271.25 KB),AOC
,,,,,,,,,,,,,,,,.pdf,Bid Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2.0,292244.0,Premier Sales,INR,0.0,2,291546,Abhay Enterprises,07-Jan-2026 12:58 PM,Accepted-AOC,Technically and financially qualified,07-Mar-2026 01:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Additional Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3.0,292161.0,BIO-CARE ASSOCIATES,INR,0.0,3,292161,BIO-CARE ASSOCIATES,07-Jan-2026 12:57 PM,Accepted-AOC,Technically and financially qualified,07-Mar-2026 01:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4.0,292116.0,PHARMA CENTRE,INR,0.0,4,292254,B.R.PHARMACEUTICALS,06-Jan-2026 09:45 PM,Accepted-AOC,Technically and financially qualified,07-Mar-2026 01:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5.0,291962.0,AAROGYA PHARMACEUTICALS,INR,0.0,5,290684,IMPERIAL SURGICALS,05-Jan-2026 08:03 PM,Accepted-AOC,Technically and financially qualified,07-Mar-2026 01:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6.0,291680.0,SHREE OMKARNATH ASSOCIATES,INR,0.0,6,292031,KALA GORA PHARMACEUTICALS,05-Jan-2026 08:14 PM,Rejected-Technical,Technically disqualified,11-Feb-2026 05:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7.0,291546.0,Abhay Enterprises,INR,0.0,7,290816,M/S New Bharati Drugs Distributor,06-Jan-2026 09:36 PM,Accepted-AOC,Technically and financially qualified,07-Mar-2026 01:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8.0,290816.0,M/S New Bharati Drugs Distributor,INR,0.0,8,292116,PHARMA CENTRE,06-Jan-2026 06:36 PM,Accepted-AOC,Technically and financially qualified,07-Mar-2026 01:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9.0,290684.0,IMPERIAL SURGICALS,INR,0.0,9,292244,Premier Sales,07-Jan-2026 02:03 PM,Accepted-AOC,Technically and financially qualified,07-Mar-2026 01:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,291680,SHREE OMKARNATH ASSOCIATES,06-Jan-2026 09:26 PM,Accepted-AOC,Technically and financially qualified,07-Mar-2026 01:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
