Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
National Health Mission||State Programme Management Unit - NHM,NHM/ECF/303290,2024_NHM_39916_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,SBD,17-Oct-2024 09:00 AM,05-Nov-2024 03:00 PM,17-Oct-2024 09:00 AM,04-Nov-2024 02:00 PM,NA ,NA ,17-Oct-2024 09:00 AM,04-Nov-2024 02:00 PM,20-Mar-2025 03:20 PM,"48,000",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,600.0,Nil,Nil,No,"Mission Director, NHM, Assam","O/o Mission Director, NHM, Assam",Renovation of Baroigram CHC in Karimganj Dist for functioing as FRU,Renovation of Baroigram CHC in Karimganj Dist for functioing as FRU,Please refer Tender documents. ,NA ,"24,00,000",Civil Works - Building,NA ,Tender,180.0,120.0,Karimganj,788710.0,NA ,NA ,NA ,"O/o Mission Director, NHM, Assam",No ,No,AOC,12-Mar-2026,"INR 2,016,000",120.0,Anupam Choudhury,12-Mar-2026 02:54 AM,Baroigram.pdf (349.00 KB),1.0,247763.0,AKECON INDIA,INR,"2,016,000",1,247763,AKECON INDIA,04-Nov-2024 01:20 PM,Accepted-AOC,L 1,12-Mar-2026 02:54 AM,Finance,opened,Anupam Choudhury,21-Mar-2025 12:11 PM,,BOQ Comparative Chart,OSD,Internal,,Anupam Choudhury,12-Mar-2026 02:48 AM,finsummary_64814.pdf (349.41 KB),National Health Mission||State Programme Management Unit - NHM,2024_NHM_39916_2,NHM/ECF/303290,Renovation of Baroigram CHC in Karimganj Dist for functioing as FRU,Technical,Technical bid opened,Anupam Choudhury,05-Dec-2024 06:58 PM,,osd,Internal,,Anupam Choudhury,20-Mar-2025 03:08 PM,20-Mar-2025 03:20 PM,techsummary_64814.pdf (7850.55 KB),AOC
,,,,,,,,,,,,,,,,.pdf,Technical Qualification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2,247739,ASHIRBAD HARDWARE,04-Nov-2024 01:33 PM,Rejected-AOC,L 3,12-Mar-2026 02:54 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3,247568,BAHAR UDDIN BARBHUIYA,04-Nov-2024 12:58 PM,Rejected-Technical,Non Responsive,20-Mar-2025 03:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,FOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4,247616,DILWAR HUSSAIN,04-Nov-2024 12:23 PM,Rejected-AOC,L2,12-Mar-2026 02:54 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5,247555,HABIBUL HAQUE LASKAR,03-Nov-2024 11:16 AM,Rejected-Technical,Non Responsive,20-Mar-2025 03:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6,247780,IQBAL AHMED,04-Nov-2024 01:22 PM,Rejected-Technical,Non Responsive,20-Mar-2025 03:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,7,247755,MD Rafiqul Islam,04-Nov-2024 01:23 PM,Rejected-AOC,L 4,12-Mar-2026 02:54 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,8,245854,NACHIR UDDIN LASKAR,04-Nov-2024 01:52 PM,Rejected-Technical,Non Responsive,20-Mar-2025 03:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,9,245160,PRITAM DEB,03-Nov-2024 07:47 PM,Rejected-Technical,Non Responsive,20-Mar-2025 03:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,10,247647,Rejaul Hoque,04-Nov-2024 10:42 AM,Rejected-Technical,Non Responsive,20-Mar-2025 03:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
