Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
National Health Mission||State Programme Management Unit - NHM,NHM-Const-I/1373076/2025,2025_NHM_49708_18,Yes,Open Tender,Turn-key,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical document,29-Dec-2025 06:00 PM,20-Jan-2026 03:30 PM,29-Dec-2025 06:00 PM,19-Jan-2026 02:00 PM,NA ,NA ,29-Dec-2025 06:00 PM,19-Jan-2026 02:00 PM,11-Feb-2026 12:15 PM,"4,85,659",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,"4,857",Nil,Nil,No,"MD, NHM","O/O MD, NHM, ASSAM","Construction of New PHC at Namtiali MPHC in SIVASAGAR District under XV-FC Health Grant under NHM, Assam","Construction of New PHC at Namtiali MPHC in SIVASAGAR District under XV-FC Health Grant under NHM, Assam",Please refer Tender documents. ,NA ,"2,42,82,945",Civil Works - Building,NA ,Tender,225.0,NA ,Sivasagar,785640.0,NA ,NA ,NA ,"O/O MD, NHM, ASSAM",No ,No,AOC,13-Mar-2026,"INR 23,717,553",450.0,Mousomi Goswami,13-Mar-2026 11:40 AM,workordernamtiali.pdf (352.00 KB),1.0,293288.0,Shankab Phukan,INR,"23,717,553",1,293649,Foyzal Hoque,19-Jan-2026 09:43 AM,Rejected-Finance,Not Admitted,13-Mar-2026 11:37 AM,Finance,financial bid opened,Mousomi Goswami,11-Feb-2026 01:12 PM,,BOQ Comparative Chart,OSD,Internal,,Mousomi Goswami,13-Mar-2026 11:37 AM,finsummary_79019.pdf (659.01 KB),National Health Mission||State Programme Management Unit - NHM,2025_NHM_49708_18,NHM-Const-I/1373076/2025,"Construction of New PHC at Namtiali MPHC in SIVASAGAR District under XV-FC Health Grant under NHM, Assam",Technical,Technical bid opened,Mousomi Goswami,31-Jan-2026 08:23 PM,,OSD,Internal,,Mousomi Goswami,11-Feb-2026 12:09 PM,11-Feb-2026 12:15 PM,techsummary_79019.pdf (1424.59 KB),AOC
,,,,,,,,,,,,,,,,.pdf,EMD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2,293365,JINTU DUTTA,19-Jan-2026 01:00 PM,Rejected-Technical,Not found responsive,11-Feb-2026 12:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Technical Qualification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3,292864,M/S J AND P ENTERPRISE,19-Jan-2026 01:16 PM,Rejected-Technical,Not found responsive,11-Feb-2026 12:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4,293367,M/S Kalpana Construction,19-Jan-2026 09:16 AM,Rejected-Technical,Not found responsive,11-Feb-2026 12:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,FOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5,293621,M/S. SALASAR STEEL UDYOG,19-Jan-2026 09:45 AM,Rejected-Technical,Not found responsive,11-Feb-2026 12:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6,293707,M/S SAMARTH ENTERPRISES,19-Jan-2026 12:35 PM,Rejected-Technical,Not found responsive,11-Feb-2026 12:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,7,293599,PRAKASH BASUMATARY,19-Jan-2026 10:04 AM,Rejected-Technical,Not found responsive,11-Feb-2026 12:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,8,292861,RAJIB DEKA,19-Jan-2026 01:05 PM,Rejected-Technical,Not found responsive,11-Feb-2026 12:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,9,292867,RAJU DAS,19-Jan-2026 01:10 PM,Rejected-Technical,Not found responsive,11-Feb-2026 12:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,10,293288,Shankab Phukan,19-Jan-2026 01:15 PM,Accepted-AOC,admitted,13-Mar-2026 11:40 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
