Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Directorate of Agriculture and Assam Seed Corporation,ASC/Mkt/825/e-tender/2023-24 dtd,2024_DAASC_37114_1,Yes,Open Tender,Supply,Goods,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Seal and Sign Bid Document,12-Mar-2024 10:00 AM,02-May-2024 05:30 PM,12-Mar-2024 10:00 AM,30-Apr-2024 05:00 PM,12-Mar-2024 10:00 AM ,17-Mar-2024 05:00 PM ,18-Mar-2024 02:00 PM,30-Apr-2024 05:00 PM,02-Sep-2024 04:00 PM,"9,07,142",Yes,fixed,,Nil,Nil,1.0,Date Corrigendum new,Date,,1.0,SBI Bank,"20,000",Nil,Nil,No,MD ASC Ltd.,MD ASC Ltd.,procurement of hybrid vegetable seeds for the tear 2024-25,Procurement of hybrid vegetable seeds for the year 2024-25,Please refer Tender documents. ,NA ,,Miscellaneous Goods,NA ,Tender,90.0,365.0,ASC Ltd. Khanapara,781022.0,"Momai Tamuli Auditorium, Director of Horticulture ","Momai Tamuli Auditorium, Director of Horticulture ",18-Mar-2024 11:30 AM ,ASC Ltd. Khanapara,No ,No,AOC,24-Apr-2025,"INR 20,000,000",365.0,Gunjanan Wailung Shyam,24-Apr-2025 04:45 PM,Purchaseorderdetails.pdf (450.00 KB),Hybrid Vegetables Seeds,1.0,230769.0,Ramnagar Seed Farm Private Limited,INR,1.0,1,232742,AANS AGENCY,27-Apr-2024 11:56 PM,Accepted-AOC,Please refer statement,24-Apr-2025 04:46 PM,Finance,Financial Opened,Gunjanan Wailung Shyam,05-Sep-2024 04:07 PM,,BOQ Comparative Chart,"Sri Bipul Das, ACS",Internal,,Gunjanan Wailung Shyam,24-Sep-2024 12:26 PM,finsummary_60520.pdf (26914.18 KB),Directorate of Agriculture and Assam Seed Corporation,2024_DAASC_37114_1,ASC/Mkt/825/e-tender/2023-24 dtd,procurement of hybrid vegetable seeds for the tear 2024-25,Technical,Technical Opened,Gunjanan Wailung Shyam,06-May-2024 01:43 PM,,"Sri Bipul Das, ACS",Internal,,Gunjanan Wailung Shyam,30-Aug-2024 01:49 PM,02-Sep-2024 04:00 PM,techsummary_60520.pdf (26824.43 KB),AOC
,,,,,,,,,,,,,,,,.pdf,Additional Document,,,,,,,,,,,,,,,,2.0,Technical corrigendum new,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2.0,230828.0,Trade Supply India,INR,1.0,2,232860,A B ASSOCIATES,30-Apr-2024 03:02 PM,Accepted-AOC,Please refer statement,24-Apr-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3.0,231183.0,TECH BUSINESS INDIA PVT LTD,INR,1.0,3,232828,AB Ventures,30-Apr-2024 12:21 AM,Accepted-AOC,Please refer statement,24-Apr-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Price Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4.0,231190.0,MS RUBI ENTERPRISE,INR,0.0,4,232632,AKANKSHA ALLIANZ,28-Apr-2024 10:44 PM,Accepted-AOC,Please refer statement,24-Apr-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5.0,231195.0,J K R Enterprise,INR,1.0,5,232827,Annapurna Seeds Growers Samitee,30-Apr-2024 12:56 PM,Accepted-AOC,Please refer statement,24-Apr-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6.0,231273.0,SB Traders,INR,1.0,6,232766,AROMA TECH INDIA,29-Apr-2024 10:41 PM,Accepted-AOC,Please refer statement,24-Apr-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7.0,232454.0,LEISURE LANE,INR,1.0,7,232767,BIO-CARE ASSOCIATES,29-Apr-2024 10:11 PM,Accepted-AOC,Please refer statement,24-Apr-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8.0,232493.0,PLANTERS,INR,1.0,8,232717,Darjeeling Gardens Pvt Ltd,29-Apr-2024 09:22 PM,Accepted-AOC,Please refer statement,24-Apr-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9.0,232628.0,Salasar Agro Service,INR,1.0,9,232849,FARMERS WORLD,30-Apr-2024 02:27 PM,Accepted-AOC,Please refer statement,24-Apr-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10.0,232632.0,AKANKSHA ALLIANZ,INR,1.0,10,232807,Friend Enterprise,30-Apr-2024 12:12 PM,Accepted-AOC,Please refer statement,24-Apr-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
