Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED,PHE_24_JJM_PB_23_24_T_20572_78,2024_PHED_35575_2,Yes,Open Tender,Works,Works,1.0,No,No,Not Applicable,No,No,No,1.0,Fee/PreQual/Technical/Finance,.xls,BOQ,20-Jan-2024 10:00 AM,19-Feb-2024 03:00 PM,20-Jan-2024 10:00 AM,17-Feb-2024 04:00 PM,NA ,NA ,20-Jan-2024 12:00 PM,17-Feb-2024 04:00 PM,0.0,No,fixed,,Nil,Nil,0.0,Nil,Nil,No,"CHIEF ENGINEER (PHE) WATER, ASSAM","HENGRABARI, GUWAHATI-36",PKG 02 FIXATION OF RATES FOR ADDITIONAL ITEMS OF NEW PWSS UNDER GUWAHATI CIRCLE TO BE EXECUTED UNDER JJM ASSAM,PKG 02 FIXATION OF RATES FOR ADDITIONAL ITEMS OF NEW PIPED WATER SUPPLY SCHEMES TO BE EXECUTED UNDER JAL JEEVAN MISSION ASSAM FOR PHE DIVISIONS OF GUWAHATI CIRCLE,Please refer Tender documents. ,NA ,0.0,Civil Works - Water Works,NA ,Tender,180.0,365.0,GUWAHATI,781036.0,NA ,NA ,NA ,"O/O THE CHIEF ENGINEER (PHE) WATER, ASSAM",No ,No,AOC,11-Jul-2024,INR 1,365.0,Debarshi Mahanta,12-Jul-2024 10:49 AM,GUWAHATI_CIRCLE_Pkg-02_RFP-44_31.pdf (2621.00 KB),1.0,221685.0,BRAHMAPUTRA COMMERCE AND TRADE,INR,1.0,1,225630,ABDUL AWAL MONDOL,15-Feb-2024 03:00 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,Finance,Opening Summery,Debarshi Mahanta,10-Jul-2024 12:42 PM,,BOQ Comparative Chart,Chief Engineer,Internal,,Debarshi Mahanta,11-Jul-2024 05:18 PM,finsummary_58170.pdf (3330.80 KB),Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED,2024_PHED_35575_2,PHE_24_JJM_PB_23_24_T_20572_78,PKG 02 FIXATION OF RATES FOR ADDITIONAL ITEMS OF NEW PWSS UNDER GUWAHATI CIRCLE TO BE EXECUTED UNDER JJM ASSAM,Chief Engineer,Internal,,Debarshi Mahanta,11-Jul-2024 03:54 PM,techsummary_58170.pdf (3330.80 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2.0,221864.0,MS GINTU HARDWARE AND SUPPLIER,INR,1.0,2,224540,ABDUL KALAM,09-Feb-2024 01:43 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3.0,222064.0,LAKSHYA DHAR KALITA,INR,1.0,3,226156,ABDULLAH,17-Feb-2024 08:36 AM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4.0,222154.0,RABHA ENTERPRISE,INR,1.0,4,225246,ABDULLAH HEL KAFI,13-Feb-2024 01:53 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5.0,222177.0,MS SIMANTA ENTERPRISE,INR,1.0,5,224324,ABDUL LATIF,08-Feb-2024 12:32 AM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6.0,222238.0,Alokesh Bhuyan,INR,1.0,6,226089,ABDUL MALEQUE BHUYAN,16-Feb-2024 06:41 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7.0,222507.0,ABDUR RAHMAN,INR,1.0,7,225825,Abdul Malik Ahmed,16-Feb-2024 12:53 AM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8.0,222526.0,Sudeb Roy,INR,1.0,8,223902,ABDUL MOZID,05-Feb-2024 06:01 AM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9.0,222527.0,SINGO ENGINEERING INDIA PRIVATE LIMITED,INR,1.0,9,223554,ABDUL QUDDUS KHAN,01-Feb-2024 01:20 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10.0,222745.0,Dipak Medhi,INR,1.0,10,225656,ABDUR RAHIM,15-Feb-2024 04:04 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
