Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED,PHE_24_JJM_PB_23_24_T_20572_78,2024_PHED_35575_5,Yes,Open Tender,Works,Works,1.0,No,No,Not Applicable,No,No,No,1.0,Fee/PreQual/Technical/Finance,.xls,BOQ,20-Jan-2024 10:00 AM,19-Feb-2024 03:00 PM,20-Jan-2024 10:00 AM,17-Feb-2024 04:00 PM,NA ,NA ,20-Jan-2024 12:00 PM,17-Feb-2024 04:00 PM,0.0,No,fixed,,Nil,Nil,0.0,Nil,Nil,No,"CHIEF ENGINEER (PHE) WATER, ASSAM","HENGRABARI, GUWAHATI-36",PKG 05 FIXATION OF RATES FOR ADDITIONAL ITEMS OF NEW PWSS UNDER NORTH LAKHIMPUR CIRCLE TO BE EXECUTED UNDER JJM ASSAM,PKG 05 FIXATION OF RATES FOR ADDITIONAL ITEMS OF NEW PIPED WATER SUPPLY SCHEMES TO BE EXECUTED UNDER JAL JEEVAN MISSION ASSAM FOR PHE DIVISIONS OF NORTH LAKHIMPUR CIRCLE,Please refer Tender documents. ,NA ,0.0,Civil Works - Water Works,NA ,Tender,180.0,365.0,NORTH LAKHIMPUR,787001.0,NA ,NA ,NA ,"O/O THE CHIEF ENGINEER (PHE) WATER, ASSAM",No ,No,AOC,12-Jul-2024,INR 1,365.0,Debarshi Mahanta,12-Jul-2024 01:08 PM,NORTH_LAKHIMPUR_CIRCLE_Pkg-05_RFP-44_31.pdf (2316.00 KB),1,221666,BRAHMAPUTRA COMMERCE AND TRADE,INR,1,1,225849,Ambika BAruah,16-Feb-2024 10:41 AM,Accepted-AOC,Awarded,12-Jul-2024 01:08 PM,Finance,Opening Summery,Debarshi Mahanta,10-Jul-2024 01:28 PM,finance_58174.pdf,BOQ Comparative Chart,Chief Engineer,Internal,,Debarshi Mahanta,12-Jul-2024 12:55 PM,finsummary_58174.pdf (2315.90 KB),Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED,2024_PHED_35575_5,PHE_24_JJM_PB_23_24_T_20572_78,PKG 05 FIXATION OF RATES FOR ADDITIONAL ITEMS OF NEW PWSS UNDER NORTH LAKHIMPUR CIRCLE TO BE EXECUTED UNDER JJM ASSAM,Chief Engineer,Internal,,Debarshi Mahanta,12-Jul-2024 12:44 PM,techsummary_58174.pdf (3330.79 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2,221818,BABU DCHAMUAH,INR,1,2,221818,BABU DCHAMUAH,22-Jan-2024 05:29 PM,Accepted-AOC,Awarded,12-Jul-2024 01:08 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,222170,Bipul Narzary,INR,1,3,223768,Biplab Das,03-Feb-2024 01:57 PM,Accepted-AOC,Awarded,12-Jul-2024 01:08 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,222599,CHIRAN KUMAR GOGOI,INR,1,4,224070,Bipul Gogoi,06-Feb-2024 02:40 PM,Accepted-AOC,Awarded,12-Jul-2024 01:08 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,223557,MAHESH ROY,INR,1,5,222170,Bipul Narzary,24-Jan-2024 04:08 PM,Accepted-AOC,Awarded,12-Jul-2024 01:08 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,223561,RIPUN DAS,INR,1,6,221666,BRAHMAPUTRA COMMERCE AND TRADE,20-Jan-2024 07:07 PM,Accepted-AOC,Awarded,12-Jul-2024 01:08 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,223766,Kalpana Das,INR,1,7,222599,CHIRAN KUMAR GOGOI,27-Jan-2024 03:06 PM,Accepted-AOC,Awarded,12-Jul-2024 01:08 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,223768,Biplab Das,INR,1,8,225483,DEVAJIT BORAH,14-Feb-2024 07:29 PM,Accepted-AOC,Awarded,12-Jul-2024 01:08 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9,224068,PANKAJ CHUTIA,INR,1,9,225649,DIGANTA SAIKIA,15-Feb-2024 03:47 PM,Accepted-AOC,Awarded,12-Jul-2024 01:08 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10,224070,Bipul Gogoi,INR,1,10,224205,Dipak Doley,07-Feb-2024 01:09 PM,Accepted-AOC,Awarded,12-Jul-2024 01:08 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
