Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED,PHE_24_JJM_PB_23_24_T_16028_34,2023_PHED_32790_7,Yes,Open Tender,Works,Works,1.0,No,No,Not Applicable,No,No,No,1.0,Fee/PreQual/Technical/Finance,.xls,BOQ,06-Oct-2023 01:15 PM,04-Nov-2023 03:00 PM,06-Oct-2023 01:15 PM,03-Nov-2023 04:00 PM,NA ,NA ,06-Oct-2023 01:15 PM,03-Nov-2023 04:00 PM,0.0,No,fixed,,Nil,Nil,1.0,Date Corrigendum_01,Date,,0.0,Nil,Nil,No,CHIEF ENGINEER (PHE) WATER ASSAM,"HENGRABARI, GUWAHATI-36",PKG 07 FIXATION OF RATES FOR ADDITIONAL ITEMS OF NEW PWSS UNDER JORHAT CIRCLE TO BE EXECUTED UNDER JJM ASSAM,PKG 07 FIXATION OF RATES FOR ADDITIONAL ITEMS OF NEW PIPED WATER SUPPLY SCHEMES TO BE EXECUTED UNDER JAL JEEVAN MISSION ASSAM FOR PHE DIVISIONS OF JORHAT CIRCLE,Please refer Tender documents.  ,NA ,0.0,Civil Works - Water Works,NA ,Tender,180.0,365.0,JORHAT,785001.0,NA ,NA ,NA ,O O THE CHIEF ENGINEER (PHE) WATER ASSAM,No ,No,AOC,18-Jul-2024,INR 1,365.0,Debarshi Mahanta,18-Jul-2024 10:23 AM,Jorhat_pkg07.pdf (6913.00 KB),1,203291,BRAHMAPUTRA COMMERCE AND TRADE,INR,1,1,207204,ABHIJIT GOGOI,28-Oct-2023 12:13 PM,Accepted-AOC,Awarded,18-Jul-2024 10:23 AM,Finance,Opening Summery,Debarshi Mahanta,10-Jul-2024 01:50 PM,finance_52724.pdf,BOQ Comparative Chart,Chief Engineer,Internal,,Debarshi Mahanta,15-Jul-2024 03:55 PM,finsummary_52724.pdf (4853.02 KB),Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED,2023_PHED_32790_7,PHE_24_JJM_PB_23_24_T_16028_34,PKG 07 FIXATION OF RATES FOR ADDITIONAL ITEMS OF NEW PWSS UNDER JORHAT CIRCLE TO BE EXECUTED UNDER JJM ASSAM,Chief Engineer,Internal,,Debarshi Mahanta,15-Jul-2024 03:50 PM,techsummary_52724.pdf (4853.02 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2,205209,M/S S.D TRADERS,INR,1,2,208363,BISHNU BORUAH,03-Nov-2023 12:06 PM,Accepted-AOC,Awarded,18-Jul-2024 10:23 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,205382,Power Tools and Engineering,INR,1,3,208429,Bishwajit Hazarika,03-Nov-2023 01:29 PM,Accepted-AOC,Awarded,18-Jul-2024 10:23 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,205487,KRISHNA ENGINEERINGS,INR,1,4,206187,BORBORAH AND SONS,25-Oct-2023 03:35 PM,Accepted-AOC,Awarded,18-Jul-2024 10:23 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,205517,YOGYA PROJECTS,INR,1,5,203291,BRAHMAPUTRA COMMERCE AND TRADE,09-Oct-2023 07:14 PM,Accepted-AOC,Awarded,18-Jul-2024 10:23 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,205656,Sri Manoj Pareek,INR,1,6,208344,CHIRANJIT GOGOI,03-Nov-2023 11:37 AM,Accepted-AOC,Awarded,18-Jul-2024 10:23 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,205800,shoiab khan,INR,1,7,206874,DILIP KUMAR SAIKIA,26-Oct-2023 03:32 PM,Accepted-AOC,Awarded,18-Jul-2024 10:23 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,206029,GLOBAL POWER AND ENGINEERS,INR,1,8,208373,Dipen Gogoi,03-Nov-2023 12:25 PM,Accepted-AOC,Awarded,18-Jul-2024 10:23 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9,206187,BORBORAH AND SONS,INR,1,9,206029,GLOBAL POWER AND ENGINEERS,25-Oct-2023 10:59 AM,Accepted-AOC,Awarded,18-Jul-2024 10:23 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10,206206,r r enterprise,INR,1,10,205487,KRISHNA ENGINEERINGS,20-Oct-2023 04:30 PM,Accepted-AOC,Awarded,18-Jul-2024 10:23 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
