Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,11,206727,S H PRODUCTION AND ASSOCIATES,INR,1,11,208440,KULA PRASAD GOHAIN,03-Nov-2023 01:43 PM,Accepted-AOC,Awarded,18-Jul-2024 10:23 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,12,206822,M/S FOREVER,INR,1,12,208179,LAKHI PRASAD DOWARI,02-Nov-2023 02:37 PM,Accepted-AOC,Awarded,18-Jul-2024 10:23 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,13,206867,SAFIKUL ISLAM,INR,1,13,208298,MRIDUL HAZARIKA,03-Nov-2023 07:02 AM,Accepted-AOC,Awarded,18-Jul-2024 10:23 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,14,206874,DILIP KUMAR SAIKIA,INR,1,14,206822,M/S FOREVER,26-Oct-2023 03:01 PM,Accepted-AOC,Awarded,18-Jul-2024 10:23 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,15,207204,ABHIJIT GOGOI,INR,1,15,205209,M/S S.D TRADERS,20-Oct-2023 11:15 AM,Accepted-AOC,Awarded,18-Jul-2024 10:23 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,16,208179,LAKHI PRASAD DOWARI,INR,1,16,208405,NAREN KONWAR,03-Nov-2023 12:53 PM,Accepted-AOC,Awarded,18-Jul-2024 10:23 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,17,208298,MRIDUL HAZARIKA,INR,1,17,208475,Papan Gogoi,03-Nov-2023 02:46 PM,Accepted-AOC,Awarded,18-Jul-2024 10:23 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,18,208300,PUTUL HANDIQUE,INR,1,18,205382,Power Tools and Engineering,20-Oct-2023 01:49 PM,Accepted-AOC,Awarded,18-Jul-2024 10:23 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,19,208344,CHIRANJIT GOGOI,INR,1,19,208300,PUTUL HANDIQUE,03-Nov-2023 07:15 AM,Accepted-AOC,Awarded,18-Jul-2024 10:23 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,20,208363,BISHNU BORUAH,INR,1,20,206206,r r enterprise,25-Oct-2023 04:26 PM,Accepted-AOC,Awarded,18-Jul-2024 10:23 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,21,208373,Dipen Gogoi,INR,1,21,206867,SAFIKUL ISLAM,26-Oct-2023 03:27 PM,Accepted-AOC,Awarded,18-Jul-2024 10:23 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,22,208405,NAREN KONWAR,INR,1,22,208488,SHIBA PRASAD BORUAH,03-Nov-2023 03:11 PM,Accepted-AOC,Awarded,18-Jul-2024 10:23 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,23,208429,Bishwajit Hazarika,INR,1,23,205800,shoiab khan,22-Oct-2023 10:32 AM,Accepted-AOC,Awarded,18-Jul-2024 10:23 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,24,208440,KULA PRASAD GOHAIN,INR,1,24,206727,S H PRODUCTION AND ASSOCIATES,26-Oct-2023 02:11 PM,Accepted-AOC,Awarded,18-Jul-2024 10:23 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,25,208475,Papan Gogoi,INR,1,25,205656,Sri Manoj Pareek,21-Oct-2023 12:23 PM,Accepted-AOC,Awarded,18-Jul-2024 10:23 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,26,208488,SHIBA PRASAD BORUAH,INR,1,26,205517,YOGYA PROJECTS,20-Oct-2023 05:30 PM,Accepted-AOC,Awarded,18-Jul-2024 10:23 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
