Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED,PHE_24_JJM_PB_23_24_T_16028_34,2023_PHED_32790_5,Yes,Open Tender,Works,Works,1.0,No,No,Not Applicable,No,No,No,1.0,Fee/PreQual/Technical/Finance,.xls,BOQ,06-Oct-2023 12:00 PM,04-Nov-2023 03:00 PM,06-Oct-2023 12:00 PM,03-Nov-2023 04:00 PM,NA ,NA ,06-Oct-2023 12:00 PM,03-Nov-2023 04:00 PM,0.0,No,fixed,,Nil,Nil,1.0,Date Corrigendum_01,Date,,0.0,Nil,Nil,No,CHIEF ENGINEER (PHE) WATER ASSAM,"HENGRABARI, GUWAHATI-36",PKG 05 FIXATION OF RATES FOR ADDITIONAL ITEMS OF NEW PWSS UNDER NORTH LAKHIMPUR CIRCLE TO BE EXECUTED UNDER JJM ASSAM,PKG 05 FIXATION OF RATES FOR ADDITIONAL ITEMS OF NEW PIPED WATER SUPPLY SCHEMES TO BE EXECUTED UNDER JAL JEEVAN MISSION ASSAM FOR PHE DIVISIONS OF NORTH LAKHIMPUR CIRCLE,Please refer Tender documents.  ,NA ,0.0,Civil Works - Water Works,NA ,Tender,180.0,365.0,NORTH LAKHIMPUR,787001.0,NA ,NA ,NA ,O O THE CHIEF ENGINEER (PHE) WATER ASSAM,No ,No,AOC,17-Jul-2024,INR 1,365.0,Debarshi Mahanta,17-Jul-2024 05:55 PM,North_Lakhimpur_05.pdf (6365.00 KB),1,203203,Jintu Gogoi,INR,1,1,207207,ABHIJIT GOGOI,28-Oct-2023 12:16 PM,Accepted-AOC,Awarded,17-Jul-2024 05:56 PM,Finance,Opening Summery,Debarshi Mahanta,10-Jul-2024 01:47 PM,finance_52719.pdf,BOQ Comparative Chart,Chief Engineer,Internal,,Debarshi Mahanta,15-Jul-2024 03:31 PM,finsummary_52719.pdf (4853.02 KB),Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED,2023_PHED_32790_5,PHE_24_JJM_PB_23_24_T_16028_34,PKG 05 FIXATION OF RATES FOR ADDITIONAL ITEMS OF NEW PWSS UNDER NORTH LAKHIMPUR CIRCLE TO BE EXECUTED UNDER JJM ASSAM,Chief Engineer,Internal,,Debarshi Mahanta,15-Jul-2024 03:17 PM,techsummary_52719.pdf (4853.02 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2,203251,DIPEN BORUAH,INR,1,2,208448,ALEXENDER PEGU,03-Nov-2023 01:54 PM,Accepted-AOC,Awarded,17-Jul-2024 05:56 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,203293,BRAHMAPUTRA COMMERCE AND TRADE,INR,1,3,205371,Ambika BAruah,20-Oct-2023 01:16 PM,Accepted-AOC,Awarded,17-Jul-2024 05:56 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,203546,M/S Himalaya Enterprise,INR,1,4,205958,BABU DCHAMUAH,24-Oct-2023 12:33 PM,Accepted-AOC,Awarded,17-Jul-2024 05:56 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,203578,CHIRAN KUMAR GOGOI,INR,1,5,206590,BHASKAR PEGU,26-Oct-2023 12:33 PM,Accepted-AOC,Awarded,17-Jul-2024 05:56 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,203813,Kalpana Das,INR,1,6,208482,Bikash Doley,03-Nov-2023 03:05 PM,Accepted-AOC,Awarded,17-Jul-2024 05:56 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,203858,Dibya Jyoti Hazarika,INR,1,7,206416,Bikash Saikia,26-Oct-2023 09:34 AM,Accepted-AOC,Awarded,17-Jul-2024 05:56 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,203889,Ilakshi Borgohain,INR,1,8,206517,BIMAL DAS,26-Oct-2023 11:43 AM,Accepted-AOC,Awarded,17-Jul-2024 05:56 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9,203966,JOY PROKASH KUMBANG,INR,1,9,206080,BIPLAB GOGOI,25-Oct-2023 12:33 PM,Accepted-AOC,Awarded,17-Jul-2024 05:56 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10,204101,KOKO KULI,INR,1,10,206529,Bipul Gogoi,26-Oct-2023 11:52 AM,Accepted-AOC,Awarded,17-Jul-2024 05:56 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
