Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Department of Fisheries||Directorate of Fisheries Assam,AF(S)174/RIDF/2023-24/8442-45 Dated 13/03/2025,2025_FD_43517_1,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical Document,17-Mar-2025 05:00 PM,08-Apr-2025 01:00 PM,17-Mar-2025 05:00 PM,07-Apr-2025 02:00 PM,NA ,NA ,21-Mar-2025 10:00 AM,07-Apr-2025 02:00 PM,30-May-2025 12:00 PM,"1,03,000",Yes,fixed,,Nil,Nil,1.0,SBI Bank,"1,100",Nil,Nil,No,"The Director of Fisheries, Assam","The Directorate of Fisheries, Meen Bhawan, Guwahati-16, Assam",Renovation of Upahupar Fish Seed Farm Darrang District,17 Nos of Fish Farm Projects in 11 districts of Assam under RIDF XXIX Renovation of Upahupar Fish Seed Farm Darrang District,Please Refer Bidding Document ,NA ,"51,49,000",Civil Works,NA ,Tender,180.0,180.0,Darrang,781016.0,NA ,NA ,NA ,"The Directorate of Fisheries, Meen Bhawan, Assam",No ,No,AOC,25-Feb-2026,"INR 3,977,362.25",180.0,Bobita Rani Medhi,30-Apr-2026 12:26 PM,Upahupara.pdf (398.00 KB),Award of Contract,1.0,265050.0,Jayanta Das,INR,"3,977,362.25",1,265090,Bijan Kumar Das,07-Apr-2025 01:05 PM,Rejected-AOC,Work Allotted to L-1 Bidder,30-Apr-2026 12:26 PM,Finance,Bids under Evaluation,Sangita Bhattacharyya,30-May-2025 05:20 PM,,BOQ Comparative Chart,"Jt Secretary to the Govt of Assam, Fishery Department",Internal,As listed in Meeting Minutes.,Bobita Rani Medhi,06-Sep-2025 11:51 AM,finsummary_69400.pdf (608.13 KB),Department of Fisheries||Directorate of Fisheries Assam,2025_FD_43517_1,AF(S)174/RIDF/2023-24/8442-45 Dated 13/03/2025,Renovation of Upahupar Fish Seed Farm Darrang District,Technical,Bid Under Evaluation.,jugal Thakuria,09-Apr-2025 11:06 AM,,"Jt Secretary to Govt of Assam,Fishery Department",Internal,Details mentioned in the mintues,Sangita Bhattacharyya,29-May-2025 12:24 PM,30-May-2025 12:00 PM,techsummary_69400.pdf (1478.02 KB),AOC
,,,,,,,,,,,,,,,,.pdf,Bidding Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,265176,DIPAK DEKA,07-Apr-2025 01:28 PM,Rejected-AOC,Work Allotted to L-1 Bidder,30-Apr-2026 12:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,Price Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,265050,Jayanta Das,07-Apr-2025 11:13 AM,Accepted-AOC,Most Responsive Bidder,30-Apr-2026 12:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,265221,Md. Muslimuddin Ahmed,06-Apr-2025 11:31 PM,Rejected-AOC,Work Allotted to L-1 Bidder,30-Apr-2026 12:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,265227,MUNIN DAS,06-Apr-2025 08:30 PM,Rejected-AOC,Work Allotted to L-1 Bidder,30-Apr-2026 12:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,265235,NARAYAN PRASAD KHETAWAT,07-Apr-2025 10:44 AM,Rejected-AOC,Work Allotted to L-1 Bidder,30-Apr-2026 12:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,265138,North East Supply and Traders,05-Apr-2025 03:15 PM,Rejected-AOC,Work Allotted to L-1 Bidder,30-Apr-2026 12:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,265249,SAHIL CHOUDHURY,07-Apr-2025 01:37 PM,Rejected-Technical,Proof of liquid asset not submitted,29-May-2025 12:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,265058,SRI DHANMANI DEKA,06-Apr-2025 08:47 PM,Rejected-AOC,Work Allotted to L-1 Bidder,30-Apr-2026 12:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,265111,SRI TIRTHA RAM BORO,06-Apr-2025 05:36 PM,Rejected-AOC,Work Allotted to L-1 Bidder,30-Apr-2026 12:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
