Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Urban Development Department||Directorate of Municipality Administration - UDD||Tinsukia Municipal Board,TMB(Tech)15th FC 1st Instl./(Untied Grant 20-21)/1353(iv),2025_UDD_46651_1,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical Bid,19-Aug-2025 02:00 PM,11-Sep-2025 11:00 AM,20-Aug-2025 11:00 AM,10-Sep-2025 02:00 PM,NA ,NA ,20-Aug-2025 11:00 AM,10-Sep-2025 02:00 PM,15-Sep-2025 03:00 PM,"40,454",Yes,fixed,,Nil,Nil,1.0,stamp,Technical Bid,,1.0,SBI Bank,500.0,Nil,Nil,Yes,Executive Officer,Tinsukia Municipal Board,Construction of RCC Drain at Parbotia Feeder Road Besides Ward Commissioner Residence Ward No-7,Construction of RCC Drain at Parbotia Feeder Road Besides Ward Commissioner Residence Ward No-7,Please refer Tender documents. ,NA ,"20,22,700",Civil Works,NA ,Tender,180.0,NA ,Tinsukia,786125.0,NA ,NA ,NA ,Tinsukia Municipal Board,No ,No,AOC,17-Oct-2025,"INR 1,820,430",180.0,Nayan Jyoti Nath,14-Oct-2025 09:42 AM,46651.pdf (322.00 KB),1.0,280949.0,H. D. ENTERPRISE,INR,"1,820,430",1,280557,Adnnan Akhtar,09-Sep-2025 06:06 PM,Rejected-Finance,Rejected by lottery,24-Sep-2025 02:12 PM,Finance,ADMITTED,Nayan Jyoti Nath,24-Sep-2025 10:54 AM,finance_74311.pdf,BOQ Comparative Chart,Pulak Chetia,Internal,,Nayan Jyoti Nath,24-Sep-2025 02:12 PM,finsummary_74311.pdf (307.10 KB),Urban Development Department||Directorate of Municipality Administration - UDD||Tinsukia Municipal Board,2025_UDD_46651_1,TMB(Tech)15th FC 1st Instl./(Untied Grant 20-21)/1353(iv),Construction of RCC Drain at Parbotia Feeder Road Besides Ward Commissioner Residence Ward No-7,Technical,ADMITTED,Nayan Jyoti Nath,15-Sep-2025 02:44 PM,technical_74311.pdf,Pulak Chetia,Internal,,Nayan Jyoti Nath,15-Sep-2025 02:52 PM,15-Sep-2025 03:00 PM,techsummary_74311.pdf (346.72 KB),AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2,280932,CHIRANJEEV DAS,09-Sep-2025 09:26 PM,Rejected-Finance,Rejected by lottery,24-Sep-2025 02:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3,281023,DEBRAJ ROYCHOWDHURY,10-Sep-2025 12:32 PM,Rejected-Finance,Rejected by lottery,24-Sep-2025 02:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4,280949,H. D. ENTERPRISE,09-Sep-2025 09:51 PM,Accepted-AOC,L1,14-Oct-2025 09:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5,280808,Maverick Enterprise,10-Sep-2025 10:15 AM,Rejected-Finance,Rejected by lottery,24-Sep-2025 02:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6,280956,M/S MANVI ENTRPRISE,10-Sep-2025 12:04 PM,Rejected-Finance,Rejected by lottery,24-Sep-2025 02:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,7,280530,Pankaj Medhi,09-Sep-2025 06:02 PM,Rejected-Finance,Rejected by lottery,24-Sep-2025 02:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,8,280832,RITURAJ DAS,10-Sep-2025 01:03 PM,Rejected-Finance,Rejected by lottery,24-Sep-2025 02:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,9,281090,Sanjib Kr Das,10-Sep-2025 01:34 PM,Rejected-Finance,Rejected by lottery,24-Sep-2025 02:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,10,280737,Santosh Gupta,10-Sep-2025 11:24 AM,Rejected-Finance,Rejected by lottery,24-Sep-2025 02:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
