Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Industries and Commerce Department||Assam Petro-Chemicals Ltd.||Head office Namrup||Materials Management Department,APL/CnP/HR/2025-26/547,2025_ICD_48943_1,Yes,Open Tender,Item Rate,Services,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,EMD and Integrity Pact,29-Nov-2025 01:00 PM,19-Dec-2025 03:00 PM,29-Nov-2025 01:00 PM,19-Dec-2025 11:00 AM,NA ,NA ,29-Nov-2025 01:00 PM,19-Dec-2025 11:00 AM,05-Jan-2026 10:15 AM,"1,60,000",Yes,fixed,,Nil,Nil,1.0,Corrigendum-4,Date,,1.0,SBI Bank,"1,600",Nil,Nil,No,DGM(CnP),"DGM Office , Assam Petro-Chemicals Limited , Namrup . Dist -Dibrugarh , Assam 786623","Consultancy Service for creation, design and development of Assam Pavilion Stall at the India Energy Week (IEW 2026) International Oil and Gas Conference and Exhibition as per scope of work provided in tender documents.","Consultancy Service for creation, design and development of Assam Pavilion Stall at the India Energy Week (IEW 2026) International Oil and Gas Conference and Exhibition as per scope of work provided in tender documents.",As specified in Tender  ,NA ,"80,00,000",Consultancy,NA ,Tender,180.0,15.0,APL Namrup,786623.0,NA ,NA ,NA ,"APL,Namrup",No ,No,AOC,10-Jan-2026,"INR 7,600,000",15.0,Pranab Barman,10-Jan-2026 12:08 PM,WO_IEW_S.pdf (605.00 KB),Wo -APL/CnP/HR/2025-26/547/586 dated 09.01.2026 issued to M/s Grassroot Event and Advertising Private Limited at Amount of Rs 7600000.00 plus GST Extra,1.0,289349.0,GRASSROOT EVENTS AND ADVERTISING PRIVATE LIMITED,INR,"7,600,000",1,289404,Bigspace Advertising & Events,17-Dec-2025 12:44 PM,Rejected-Finance,H2 Bidder considering Quality and Price Marks,10-Jan-2026 11:57 AM,Finance,The price bid of all the technically qualified bidders have been admitted for financial evaluation .,Pranab Barman,05-Jan-2026 02:38 PM,,BOQ Comparative Chart,S.Zamman,Internal,"N.B.Borah, K.B.Chetry. M.Borthakur",Pranab Barman,10-Jan-2026 11:57 AM,finsummary_77679.pdf (654.28 KB),Industries and Commerce Department||Assam Petro-Chemicals Ltd.||Head office Namrup||Materials Management Department,2025_ICD_48943_1,APL/CnP/HR/2025-26/547,"Consultancy Service for creation, design and development of Assam Pavilion Stall at the India Energy Week (IEW 2026) International Oil and Gas Conference and Exhibition as per scope of work provided in tender documents.",Technical,Prima Facie the technical bid of all the participated bidders have been admitted for technical evaluation .,Pranab Barman,19-Dec-2025 04:26 PM,,S.Zamman,Internal,"N.B.Borah, K.B.Chetry, M.Borthakur",Pranab Barman,05-Jan-2026 10:04 AM,05-Jan-2026 10:15 AM,techsummary_77679.pdf (2882.76 KB),AOC
,,,,,,,,,,,,,,,,.pdf,Un Priced Bid,,,,,,,,,,,,,,,,2.0,Corrigendum-3,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,289585,EXHICON EVENTS MEDIA SOLUTIONS LIMITED,17-Dec-2025 02:23 PM,Rejected-Finance,H5 Bidder considering Quality and Price Marks,10-Jan-2026 11:57 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,Price Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,289182,FAST COMMUNICATION,17-Dec-2025 12:23 PM,Rejected-Technical,Non Meeting the minimum qualifying marks,05-Jan-2026 10:04 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,289349,GRASSROOT EVENTS AND ADVERTISING PRIVATE LIMITED,17-Dec-2025 01:30 PM,Accepted-AOC,Highest Bidder(H1) in QCBS Bid Evaluation Methodology considering both Quality and Price Score,10-Jan-2026 12:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,289527,manish jodhavat,17-Dec-2025 12:44 PM,Rejected-Technical,Non Meeting the minimum qualifying marks,05-Jan-2026 10:04 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,289185,MERAKI COMMUNICATIONS PRIVATE LIMITED,16-Dec-2025 09:30 PM,Rejected-Finance,H4 Bidder considering Quality and Price Marks,10-Jan-2026 11:57 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,289409,Meroform India Pvt Ltd,17-Dec-2025 01:58 PM,Rejected-Finance,H3 Bidder considering Quality and Price Marks,10-Jan-2026 11:57 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,289447,Rajdeep,17-Dec-2025 01:43 PM,Rejected-Technical,Non Meeting the minimum qualifying marks,05-Jan-2026 10:04 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,289732,STRIDES DESIGN STUDIO PRIVATE LIMITED,18-Dec-2025 12:31 PM,Rejected-Finance,H6 Bidder considering Quality and Price Marks,10-Jan-2026 11:57 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,289542,Wizardo Exhibition & Interior Design,17-Dec-2025 12:50 PM,Rejected-Technical,Non Meeting the minimum qualifying marks,05-Jan-2026 10:04 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
