Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Health and Family Welfare Department||Directorate of Medical Education-HFWD||Tezpur Medical College and Hospital-HFWD,"TMCH/NHM/03/2018-19/46, DTD. 24.07.2025",2025_HFWD_45987_1,Yes,Open Tender,Supply,Goods,2.0,No,Yes,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,tenderdocument,30-Jul-2025 05:00 PM,21-Aug-2025 02:00 PM,31-Jul-2025 10:00 AM,20-Aug-2025 04:00 PM,NA ,NA ,01-Aug-2025 10:00 AM,20-Aug-2025 04:00 PM,26-Aug-2025 04:30 PM,"30,000",No,fixed,,Nil,Nil,1.0,SBI Bank,"2,000",Nil,Nil,No,Principal cum Chief Superintendent,"Tezpur Medical College, Bihaguri, Tezpur, Sonitpur","Supply of medicines, surgicals items and consumables for the deptt. of O and G, Paediactrics, TMCH, Tezpur","Supply of medicines, surgicals items and consumables for the deptt. of O and G, Paediactrics, TMCH, Tezpur",Please refer Tender documents. ,NA ,,Medicines,NA ,Tender,180.0,NA ,"Tezpur Medical College, Bihaguri, Tezpur, Sonitpur",784010.0,NA ,NA ,NA ,"Tezpur Medical College, Bihaguri, Tezpur, Sonitpur",No ,No,AOC,30-Sep-2025,"INR 353,050",336.0,Rahul Bey,12-Jan-2026 05:53 PM,aooc.pdf (3265.00 KB),above contract value is only from uploaded aoc and others are in hard copy,1.0,277634.0,M/S SIKHA DRUGS & SURGICALS,INR,0.0,1,277493,AAROGYA PHARMACEUTICALS,19-Aug-2025 06:54 PM,Accepted-AOC,Accepted Finance,12-Jan-2026 05:54 PM,Finance,financialminutesandcs,Rahul Bey,24-Sep-2025 03:45 PM,finance_73093.pdf,BOQ Comparative Chart,dr rupam borgohain,Internal,dr arijit dutta dr nitashree konwar mr benulal dey,Rahul Bey,24-Sep-2025 03:56 PM,finsummary_73093.pdf (681.19 KB),Health and Family Welfare Department||Directorate of Medical Education-HFWD||Tezpur Medical College and Hospital-HFWD,2025_HFWD_45987_1,"TMCH/NHM/03/2018-19/46, DTD. 24.07.2025","Supply of medicines, surgicals items and consumables for the deptt. of O and G, Paediactrics, TMCH, Tezpur",Technical,technicalminutes,Rahul Bey,26-Aug-2025 04:05 PM,technical_73093.pdf,dr rupam borgohain,Internal,dr arijit dutta dr nitashree konwar mr benulal dey,Rahul Bey,26-Aug-2025 04:15 PM,26-Aug-2025 04:30 PM,techsummary_73093.pdf (681.19 KB),AOC
,,,,,,,,,,,,,,,,.pdf,otherdocument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2.0,277602.0,DIGANTA KALITA,INR,0.0,2,277262,BIO-CARE ASSOCIATES,19-Aug-2025 06:39 PM,Accepted-AOC,Accepted Finance,12-Jan-2026 05:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3.0,277586.0,SRL Associates,INR,0.0,3,277602,DIGANTA KALITA,20-Aug-2025 02:03 PM,Accepted-AOC,Accepted Finance,12-Jan-2026 05:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4.0,277574.0,Premier Sales,INR,0.0,4,277050,GRD Pharmaceuticals,19-Aug-2025 07:09 PM,Accepted-AOC,Accepted Finance,12-Jan-2026 05:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5.0,277493.0,AAROGYA PHARMACEUTICALS,INR,0.0,5,277378,GRD Pharmaceuticals Unit II,19-Aug-2025 07:22 PM,Not Admitted-Finance,Not qualified for AOC,24-Sep-2025 03:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6.0,277437.0,RATNESWARI PHARMA,INR,0.0,6,276626,IMPERIAL SURGICALS,19-Aug-2025 08:10 PM,Accepted-AOC,Accepted Finance,12-Jan-2026 05:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7.0,277262.0,BIO-CARE ASSOCIATES,INR,0.0,7,275481,M B Traders,19-Aug-2025 04:51 PM,Accepted-AOC,Accepted Finance,12-Jan-2026 05:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8.0,277147.0,SOLUTIONS NORTH EAST,INR,0.0,8,275424,MONISONS DRUG AGENCY,19-Aug-2025 07:07 PM,Accepted-AOC,Accepted Finance,12-Jan-2026 05:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9.0,277050.0,GRD Pharmaceuticals,INR,0.0,9,276119,M/S SHIV DRUGS AND SURGICALS,19-Aug-2025 09:20 PM,Accepted-AOC,Accepted Finance,12-Jan-2026 05:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10.0,276626.0,IMPERIAL SURGICALS,INR,0.0,10,277634,M/S SIKHA DRUGS & SURGICALS,20-Aug-2025 09:32 AM,Accepted-AOC,Accepted Finance,12-Jan-2026 05:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,11.0,276119.0,M/S SHIV DRUGS AND SURGICALS,INR,0.0,11,277574,Premier Sales,20-Aug-2025 01:24 PM,Accepted-AOC,Accepted Finance,12-Jan-2026 05:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,12.0,275481.0,M B Traders,INR,0.0,12,277437,RATNESWARI PHARMA,19-Aug-2025 07:55 PM,Accepted-AOC,Accepted Finance,12-Jan-2026 05:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,13.0,275424.0,MONISONS DRUG AGENCY,INR,0.0,13,277147,SOLUTIONS NORTH EAST,17-Aug-2025 03:31 PM,Accepted-AOC,Accepted Finance,12-Jan-2026 05:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,14.0,274788.0,VISTA ENTERPRISES,INR,0.0,14,277586,SRL Associates,19-Aug-2025 05:17 PM,Accepted-AOC,Accepted Finance,12-Jan-2026 05:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,15,274788,VISTA ENTERPRISES,18-Aug-2025 04:39 PM,Accepted-AOC,Accepted Finance,12-Jan-2026 05:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
